,AugmTitle
644,"'[CITATION][C] A virtual reality simulator for training veterinary students to perform rectal palpation of equine colic cases', 'A Virtual Reality Simulator for Training Veterinary Students to Perform Rectal Palpation of \nEquine Colic Cases — University of Bristol … A Virtual Reality Simulator for Training\xa0…'"
645,"'[CITATION][C] Equine colic: IV. Diagnosis: determining the need for emergency abdominal surgery', ''"
646,"'Myonecrosis in three horses with colic: evidence for endotoxic injury', 'Three horses with colic, clinical evidence of endotoxaemia and high serum activities of \ncreatine kinase and aspartate aminotransferase were examined postmortem. The horses were …'"
647,"'The changing costs of hospital treatment for colic: a preliminary audit', '… This study investigated how the costs of treatment for equine colic at a single university \nreferral hospital have changed over a 10‐year period between 2003 and 2013. The aim was to …'"
648,"'[PDF][PDF] Advances in management of large intestinal colic', '… Equine Colic Research Symposium, 1986:325. … Equine Colic Symposium, 1994;41. 23. Ellis \nCM, Lynch TM, Slone … Equine Colic Symposium 1998;12. 38. Hassel DM, Smith PA, Nieto JE…'"
649,"'Plasma levels of heat shock protein 72 (HSP72) and β-endorphin as indicators of stress, pain and prognosis in horses with colic', '… Equine colic is a disease with a wide range of causes and … An estimation of the severity \nand prognosis for equine colic … , to predict the prognosis in equine colic, although a later study …'"
650,"'[PDF][PDF] Idiopathic Fibrosis of the Tunica Muscularis of the Large Intestine in Five Horses with Colic. Journal of Comparative Pathology, 154 (2-3), 231-234.', '… Animals were affected by a variety of conditions identified commonly in equine colic, \nincluding small intestinal strangulation, large colon displacement and caecal impaction. Post-…'"
651,"'The effect of management regimes on large intestinal function in the horse', '… Management factors, particularly those linked to stabling horses, are identified as risk factors \nfor equine colic in several epidemiological studies. Impaction colic in particular, is linked …'"
652,"'Diseases of the Gastrointestinal System', '… The vast majority of intestinal disorders are mechanical events related to anatomic \npeculiarities of the horse and are the main causes for equine colic. …'"
653,"'[BOOK][B] Emergency and Critical Care, An Issue of Veterinary Clinics of North America: Equine Practice', '… This article describes ultrasonographic anatomy of the normal equine abdomen and technique \nfor examination of the equine colic patient. Common abnormalities of the stomach, small …'"
654,"'The equine gastro-intestinal tract: an overview of the microbiota, disease and treatment', 'Horse is a hindgut fermenter, ie most microbial activities take place in the large intestine which \nconstitutes approximately 60 per cent of the gastro-intestinal tract (GIT). The feed reaches …'"
655,"'[CITATION][C] Research symposia', ''"
656,"'Detection of differentially regulated genes in ischaemic equine intestinal mucosa', 'Reasons for performing study: Colic is a serious disease syndrome in horses. Much of the \nmortality is associated with ischaemic‐injured intestine during strangulating obstruction, yet …'"
657,"'[CITATION][C] The Proceedings of the Equine Colic Research Symposium 1982, edited by TD Byars, JN Moore and WA White', 'The Proceedings of the Equine Colic Research Symposium 1982, edited by TD Byars, JN \nMoore and WA White - Greet - 1984 - Equine Veterinary Journal - Wiley Online Library …'"
658,"'[CITATION][C] Fourth Equine Colic Research Symposium—Athens, Georgia, September 23rd‐25th, 1991', 'Fourth Equine Colic Research Symposium — Athens, Georgia, September 23rd‐25th, 1991 \n- Love - 1991 - Equine Veterinary Education - Wiley Online Library …'"
659,"'[BOOK][B] Diagnosis and prognosis of coagulopathies in horses with colic', '… During hospitalization (second study), evaluation of plasma D-dimer concentration has \nshown to be a useful tool to monitor hypercoagulative states in equine colic cases. Important …'"
660,"'[HTML][HTML] Evaluation of plasma muscle enzyme activity as an indicator of lesion characteristics and prognosis in horses undergoing celiotomy for acute gastrointestinal\xa0…', '… Plasma muscle enyzme activity may be useful as a prognostic indicator in equine colic \ncases. Given that increases in plasma CK and AST activity were significantly associated with …'"
661,"'Validation of the 13C‐octanoic acid breath test for measurement of equine gastric emptying rate of solids using radioscintigraphy', '… Financial support was gratefully received from the Link Equine Colic Research Fund, Texas \nA & M U niversity, from the Division of Veterinary Clinical Studies, University of Glasgow and …'"
662,"'Blood lactate measurement and interpretation in critically ill equine adults and neonates', 'Lactate exists as L-isomers and D-isomers; L-lactate is the stereoisomer produced by \nmammalian cells and the focus of this review. D-Lactate is primarily a product of bacterial …'"
663,"'Pathogenicity of cyathostome infection', '… Although in many instances details of the intestinal pathophysiology which results in equine \ncolic are not known, disturbances of gastrointestinal motility are often clinically evident and …'"
664,"'[CITATION][C] Di-tri-octahedral smectite for the prevention of post-operative diarrhea in equine colic patients: results of a randomized clinical trial', ''"
665,"'[CITATION][C] Risk factors for equine colic identified by means of a multicentered case-control study', ''"
666,"'[CITATION][C] Serum phospholipase A2 as a prognostic variable in equine colic', ''"
667,"'[PDF][PDF] Equine carbohydrate nutrition: implications for feeding management and disease avoidance', 'This paper describes aspects of carbohydrate nutrition covered in the 6th revision of the \nNutrient Requirements of Horses, including the classification and nomenclature of …'"
668,"'Diagnosis and surgical management of colic in the foal: literature review and a retrospective study', 'Foals can develop many of the same types of colics as adult horses, but appear to be \nrelatively more prone to surgical colics. Therefore, it is critical to have a greater suspicion for a …'"
669,"'Patient signalement and history', '… Table 1.2 Pertinent questions to be asked of the owner/caregiver for the equine colic \npatient… (2001) Factors associated with Salmonella shedding among equine colic patients at a …'"
670,"'[CITATION][C] the diseases of cattle, sheep, pigs, goats', ''"
671,"'Complications of the Intraoperative Colic Patient', 'Intraoperative complications were recorded in 2.7% of horses that recovered from anesthesia \nfor colic surgery in one study, although the actual prevalence could be higher, depending …'"
672,"'Small intestinal intussusception in horses: Multicentre retrospective report on 26 cases (2009‐2020)', '… Background: Intussusception is an infrequent cause of equine colic, most commonly \nencountered in young horses. This condition occurs due to abnormalities of motility and frequently …'"
673,"'Nephrosplenic entrapment of the large colon in 142 horses (2000–2009): analysis of factors associated with decision of treatment and short‐term survival', 'Reasons for performing study: Previous studies indicate similar overall survival of horses with \nnephrosplenic entrapment of the large colon (NSE), regardless of treatment strategy. Short…'"
