Title,TruncAbstr,AugmTitle,Info
Do pregnancy and childbirth adversities predict infant crying and colic? Findings and recommendations,"… has been reported to increase the relative risk of infant colic crying, from 10 to 21% [22]. 
But, … smoking while pregnant doubled the incidence of infant colic crying, from 10 to 21%, a …","('Do pregnancy and childbirth adversities predict infant crying and colic? Findings and recommendations', '… has been reported to increase the relative risk of infant colic crying, from 10 to 21% [22]. \nBut, … smoking while pregnant doubled the incidence of infant colic crying, from 10 to 21%, a …')","I St James-Roberts, S Conroy - Neuroscience & Biobehavioral Reviews, 2005 - Elsevier"
Out of the abyss of colic: a view through the fathers' eyes,"… Nurses can use the information in this study to help teach fathers about infant colic, and 
assist them in coping with it should it occur. Infant colic can be one of the most overwhelming …","(""Out of the abyss of colic: a view through the fathers' eyes"", '… Nurses can use the information in this study to help teach fathers about infant colic, and \nassist them in coping with it should it occur. Infant colic can be one of the most overwhelming …')","MLC Ellett, MM Appleton, RS Sloan - MCN: The American Journal …, 2009 - journals.lww.com"
Colic and food allergy in the breastfed infant: is it possible for an exclusively breastfed infant to suffer from food allergy?,"… Infant colic has been described by Wessel et al’s5 rule of … as a causative agent in infant 
colic.An extensive review of the … infant colic does not respond to maternal diet changes alone. …","('Colic and food allergy in the breastfed infant: is it possible for an exclusively breastfed infant to suffer from food allergy?', '… Infant colic has been described by Wessel et al’s5 rule of … as a causative agent in infant \ncolic.An extensive review of the … infant colic does not respond to maternal diet changes alone. …')","B Schach, M Haight - Journal of Human Lactation, 2002 - journals.sagepub.com"
Childhood functional gastrointestinal disorders: neonate/toddler,"… consensus to include infant colic in this report. Familiarity with infant colic is necessary to … 
to cow milk protein, 15 by definition, infant colic is not caused by organic disease. Bouts of …","('Childhood functional gastrointestinal disorders: neonate/toddler', '… consensus to include infant colic in this report. Familiarity with infant colic is necessary to … \nto cow milk protein, 15 by definition, infant colic is not caused by organic disease. Bouts of …')","PE Hyman, PJ Milla, MA Benninga, GP Davidson… - Gastroenterology, 2006 - Elsevier"
Inconsolable infant crying and maternal postpartum depressive symptoms,"… In addition, our measure of infant colic was an average of infant distress over 1 to 4 days 
of recording, rather than using Wessel’s method of measurement over 3 weeks, so some …","('Inconsolable infant crying and maternal postpartum depressive symptoms', '… In addition, our measure of infant colic was an average of infant distress over 1 to 4 days \nof recording, rather than using Wessel’s method of measurement over 3 weeks, so some …')","JS Radesky, B Zuckerman, M Silverstein… - …, 2013 - publications.aap.org"
A comparison of symptoms used by mothers and nurses to identify an infant with colic,"… There have been many studies of infant colic. However, the findings are confusing as 
researchers use many different definitions to study the same phenomenon. Crying appears to be a …","('A comparison of symptoms used by mothers and nurses to identify an infant with colic', '… There have been many studies of infant colic. However, the findings are confusing as \nresearchers use many different definitions to study the same phenomenon. Crying appears to be a …')","PA Field - International journal of nursing studies, 1994 - Elsevier"
Improving our understanding of the colicky infant: a prospective observational study,"… highly correlated with unexplained infant crying commonly termed infant colic. This study 
was designed to find a set of possible ‘diagnostic criteria’ for infant colic that is more up-to-date …","('Improving our understanding of the colicky infant: a prospective observational study', '… highly correlated with unexplained infant crying commonly termed infant colic. This study \nwas designed to find a set of possible ‘diagnostic criteria’ for infant colic that is more up-to-date …')","BG Kvitvær, J Miller, D Newell - Journal of Clinical Nursing, 2012 - Wiley Online Library"
[HTML][HTML] The role of abdominal ultrasound in the management of excessive crying in infants,"… While Wessel first described infant colic in 1954 [5], we still … ultimately determine the cause 
of infant colic in order to manage … assumed the etiology of infant colic is gastrointestinal is that …","('[HTML][HTML] The role of abdominal ultrasound in the management of excessive crying in infants', '… While Wessel first described infant colic in 1954 [5], we still … ultimately determine the cause \nof infant colic in order to manage … assumed the etiology of infant colic is gastrointestinal is that …')","B El Hasbaoui, L Karboubi… - The Pan African Medical …, 2018 - ncbi.nlm.nih.gov"
Fecal Microflora and Calprotectin in Infants with Colic,"… There was an evidence suggesting that breast-feeding per se had not been shown to 
provide a protective effect on the development of infantile colic, and the incidence of infant colic …","('Fecal Microflora and Calprotectin in Infants with Colic', '… There was an evidence suggesting that breast-feeding per se had not been shown to \nprovide a protective effect on the development of infantile colic, and the incidence of infant colic …')","M Tantawy, SB Fayed, RS Ibrahim… - The Egyptian Journal of …, 2018 - journals.ekb.eg"
[HTML][HTML] Journal of Clinical Chiropractic Pediatrics,"… There has been considerable research in the area of probiotics for infant colic. The goal of 
this opinion piece is to explore and interpret the research literature and help to clarify when …","('[HTML][HTML] Journal of Clinical Chiropractic Pediatrics', '… There has been considerable research in the area of probiotics for infant colic. The goal of \nthis opinion piece is to explore and interpret the research literature and help to clarify when …')","S Williams-Frey, DC Sharon Vallone - jccponline.com"
Background and scope,"… In particular, a special term, infant colic, has been coined to reflect this explanation of distress 
in young infants (2,4–6) . Historically, this view can be traced back to what is thought to be …","('Background and scope', '… In particular, a special term, infant colic, has been coined to reflect this explanation of distress \nin young infants (2,4–6) . Historically, this view can be traced back to what is thought to be …')","I St James-Roberts, C Di Lorenzo - Journal of pediatric …, 2013 - journals.lww.com"
