Title,TruncAbstr,AugmTitle,Info
Protection of yearling ponies against Strongylus vulgaris by foalhood vaccination,"… THE association of Strongylus vulgaris larval migration and equine colic is well documented 
… Earlier reviews suggested that this parasite was a major cause of equine colic (90 per cent). …","('Protection of yearling ponies against Strongylus vulgaris by foalhood vaccination', '… THE association of Strongylus vulgaris larval migration and equine colic is well documented \n… Earlier reviews suggested that this parasite was a major cause of equine colic (90 per cent). …')","TR Klei, DD French, MR Chapman… - Equine Veterinary …, 1989 - Wiley Online Library"
[PDF][PDF] Die anterior enteritis sindroom in die perd,"… In: Moore JN, White NA, Becht JL (eds) Equine Colic Research Proceedings of the Second 
Symposium at the University of Georgia Volume 2, Athens, Georgia: 197-199 10. White NA …","('[PDF][PDF] Die anterior enteritis sindroom in die perd', '… In: Moore JN, White NA, Becht JL (eds) Equine Colic Research Proceedings of the Second \nSymposium at the University of Georgia Volume 2, Athens, Georgia: 197-199 10. White NA …')","P Stadler - Journal of the South African Veterinary Association, 1987 - journals.co.za"
Colic in the donkey,"Donkeys form the backbone of many agricultural societies, providing draft and traction; they 
help to build cities as they transport bricks from kilns to building sites, and they support those …","('Colic in the donkey', 'Donkeys form the backbone of many agricultural societies, providing draft and traction; they \nhelp to build cities as they transport bricks from kilns to building sites, and they support those …')","AK Thiemann, KJ Rickards, M Getachew… - The Equine Acute …, 2017 - books.google.com"
[CITATION][C] Epidemiology of equine colic,,"('[CITATION][C] Epidemiology of equine colic', '')","NA White - Anais Ciclo Internacional de Cólica Equina …, 1995"
Specific causes of colic,"Colic is a nonspecific term for abdominal pain. In horses, colic is most often caused by 
gastrointestinal disease and is often categorized by the affected region and whether the lesion …","('Specific causes of colic', 'Colic is a nonspecific term for abdominal pain. In horses, colic is most often caused by \ngastrointestinal disease and is often categorized by the affected region and whether the lesion …')","ES Hackett - Practical guide to equine colic, 2013 - books.google.com"
[CITATION][C] Diagnosis in equine colic,"Diagnosis in equine colic … Diagnosis in equine colic [1976] … ""Diagnosis in equine colic""@eng …","('[CITATION][C] Diagnosis in equine colic', 'Diagnosis in equine colic … Diagnosis in equine colic [1976] … ""Diagnosis in equine colic""@eng …')","RK Shideler, DG Bennett - Proceedings of the... annual convention, 1976 - agris.fao.org"
Morbidity associated with abdominocentesis—a prospective study,"… Abdominocentesis is performed routinely in the assessment of the equine colic patient; 
however, the incidence of complications from this procedure has not been firmly established. …","('Morbidity associated with abdominocentesis—a prospective study', '… Abdominocentesis is performed routinely in the assessment of the equine colic patient; \nhowever, the incidence of complications from this procedure has not been firmly established. …')","MT Siex, JH Wilson - Equine Veterinary Journal, 1992 - Wiley Online Library"
Gross and microscopic anatomy of the equine gastrointestinal tract,"Gaining a working knowledge of the equine gastrointestinal tract and associated intra‐abdominal 
organs can be challenging, especially for inexperienced individuals. Experienced …","('Gross and microscopic anatomy of the equine gastrointestinal tract', 'Gaining a working knowledge of the equine gastrointestinal tract and associated intra‐abdominal \norgans can be challenging, especially for inexperienced individuals. Experienced …')","TM Krunkosky, C Jarrett, JN Moore - The Equine Acute Abdomen, 2017 - books.google.com"
Objective radiographic assessment of abdominal sand accumulation in horses,"… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective 
assessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …","('Objective radiographic assessment of abdominal sand accumulation in horses', '… Gastrointestinal sand accumulation is a common cause of equine colic. Subjective \nassessment of sand accumulation on abdominal radiographs has been used as a diagnostic aid; …')","NJ Keppie, DS Rosenstein… - Veterinary Radiology …, 2008 - Wiley Online Library"
Do dental abnormalities predispose horses to colic?,"Evaluation of dental abnormalities were carried out on a group of 74 polo horses with history 
of colic (colicky group) and another group of 70 randomly selected polo horses with no …","('Do dental abnormalities predispose horses to colic?', 'Evaluation of dental abnormalities were carried out on a group of 74 polo horses with history \nof colic (colicky group) and another group of 70 randomly selected polo horses with no …')","TAO Olusa, JF Akinrinmade - Journal of Veterinary Medicine …, 2014 - academicjournals.org"
[HTML][HTML] European College of Equine Internal Medicine Consensus Statement—equine gastric ulcer syndrome in adult horses,"The term Equine Gastric Ulcer Syndrome (EGUS) was first used in 1999 to describe gastric 
ulceration in the horse. 1 However, as discussed by Merritt, 2 the terminology is commonly …","('[HTML][HTML] European College of Equine Internal Medicine Consensus Statement—equine gastric ulcer syndrome in adult horses', 'The term Equine Gastric Ulcer Syndrome (EGUS) was first used in 1999 to describe gastric \nulceration in the horse. 1 However, as discussed by Merritt, 2 the terminology is commonly …')","BW Sykes, M Hewetson, RJ Hepburn… - Journal of Veterinary …, 2015 - ncbi.nlm.nih.gov"
Evidence of myocardial injury in horses with colic,"… The clinical outcome or prognosis of equine colic patients largely depends on the severity of 
… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …","('Evidence of myocardial injury in horses with colic', '… The clinical outcome or prognosis of equine colic patients largely depends on the severity of \n… In a recent study, about 53% of equine colic patients had an abnormal cTnI concentration at …')","P Rani, RS Singh, S Singh, K Gupta - Veterinarski arhiv, 2021 - hrcak.srce.hr"
The in vivo biodynamic properties of the intact equine linea alba,"Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact 
linea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …","('The in vivo biodynamic properties of the intact equine linea alba', 'Liquid metal strain gauges (LMSG) were implanted surgically at three locations on the intact \nlinea alba (LA) in eight horses. LA strain, strain rate, change in strain and stress were …')","CA Kirker‐Head, PJ Kerwin, RR Steckel… - Equine Veterinary …, 1989 - Wiley Online Library"
A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion,"The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia 
on skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …","('A study of the effect of isoflurane anaesthesia on equine skeletal muscle perfusion', 'The effects of 1.1, 1.5 and 1.8 MAC (minimum alveolar concentration) isoflurane‐0 2 anaesthesia \non skeletal muscle blood flow, 0 2 delivery and vascular resistance were studied in the …')","TE Goetz, M Manohar, D Nganwa… - Equine Veterinary …, 1989 - Wiley Online Library"
The impact of seasonal changes on the equine gut,"… (2006) Is equine colic seasonal? Novel application of a model based approach. BMC 
Veterinary Research, 2: 27 Crossref, Google Scholar …","('The impact of seasonal changes on the equine gut', '… (2006) Is equine colic seasonal? Novel application of a model based approach. BMC \nVeterinary Research, 2: 27 Crossref, Google Scholar …')","B Witherow - Equine Health, 2019 - magonlinelibrary.com"
[CITATION][C] Hypodermic Medication in Equine Colic,"… ALTHOUGH of recent years the usc of various hypodermic productshas been pretty general 
in the treatment of Equine Colic, the recorded results and opinions of Vete1inarians have …","('[CITATION][C] Hypodermic Medication in Equine Colic', '… ALTHOUGH of recent years the usc of various hypodermic productshas been pretty general \nin the treatment of Equine Colic, the recorded results and opinions of Vete1inarians have …')","JFD Tutt - The Veterinary Journal (1900), 1919 - Elsevier"
[CITATION][C] Management of the equine colic patient.,"Management of the equine colic patient. … ""Management of the equine colic patient.""@eng … 
""Management of the equine colic patient.""@eng …","('[CITATION][C] Management of the equine colic patient.', 'Management of the equine colic patient. … ""Management of the equine colic patient.""@eng … \n""Management of the equine colic patient.""@eng …')","AJ Simmons - Veterinary technician, 1987 - agris.fao.org"
[CITATION][C] [Analgesics in the treatment of equine colic].[Swedish],"[Analgesics in the treatment of equine colic]. [Swedish] … ""[Analgesics in the treatment of 
equine colic]. [Swedish]""@eng … ""[Analgesics in the treatment of equine colic]. [Swedish]""@eng …","('[CITATION][C] [Analgesics in the treatment of equine colic].[Swedish]', '[Analgesics in the treatment of equine colic]. [Swedish] … ""[Analgesics in the treatment of \nequine colic]. [Swedish]""@eng … ""[Analgesics in the treatment of equine colic]. [Swedish]""@eng …')","K Arveby, C Mejare, G Groendahl, C Werner - 1989 - agris.fao.org"
