,AugmTitle
667,"('Child abuse, Sudden infant death syndrome, and Psychosocial development.', '… A review of the current research on infant colic does not provide many new insights, and \nthe etiology remains controversial. The primary care pediatrician has an important role in …')"
668,"('[HTML][HTML] Factors associated with maternal overall quality of life six months postpartum: a cross sectional study from The Norwegian Mother, Father and Child Cohort\xa0…', '… Infant colic and poor sleep behaviour can give rise to negative emotions in the mother that \novershadow the joy of being a mother. Colic is infant fussing and crying that occurs in the …')"
669,"('Apparent life-threatening event in infants: think about star anise intoxication!', '… Such teas are sometimes given in various cultures for the treatment of infant colic pains. In \nmost cases, the cause of intoxication was contamination of Chinese star anise (Illicium verum) …')"
670,"('[PDF][PDF] Colonic hydrogen production in infants with colic', ""METHODS Study subjects were recruited from the newborn population served by a large, \nsuburban, private pediatric practice. At each infant's 2-week visit the parents were given a …"")"
671,"('Infant formulas and soy protein-based formulas: current data', ""… There is no evidence that SBBF have any efficiency in infant colic. SBBF have no indication \nin the prevention of allergy, nor in premature infants' nutrition. Their main indication is the …"")"
672,"('[HTML][HTML] Clinical Topics See All', 'Infant colic is a diagnosis of exclusion; its true cause is not known. To rule out alternative \ndiagnoses, obtain a detailed history, look for clues to an underlying organic disease or genetic …')"
673,"('A comparison of temperament and maternal bother in infants with and without colic', '… Replication studies of infant colic and temperament, and maternal bother need to be \nconducted to explore temperament concepts in other socioeconomic and ethnic groups. Longi…')"
674,"('Infant colic puts moms at risk for depression', ""Mothers of infants who have colic two months after birth are at increased risk for depression \nnot just at that two-month mark but four months later, even when their infants' excessive …"")"
675,"('Probiotics for the Management of Infantile Colic: A Systematic Review', '… Dryl and Szajewska in 2018 analyzed seven RCT studies that tested probiotic administration \nto reduce symptoms of infant colic. Analysis of pooled data from these trials revealed that …')"
676,"('Infantile colic and the role of trait anxiety during pregnancy in relation to psychosocial and socioeconomic factors', '… Infant colic and maternal mental health: nursing research and practice concerns. Issues … \nInfant colic: A transient condition with no apparent effects. J Appl Dev Psychol 1992;13: 447–…')"
677,"('[HTML][HTML] Effectiveness of massage in the abdominal area to reduce infant colic', 'Método. Para el desarrollo de este trabajo se utilizó la metodología investigativa de práctica \nde enfermería basada en la evidencia (PEBE), se planteó una pregunta clínica y se realizó …')"
678,"('Feasibility of using kangaroo (skin-to-skin) care with colicky infants', '… Infant colic affects about 20% of all infants and the cause remains elusive. Healthcare providers \ntypically view infant colic … accessed the Infant Colic Study Website by typing “infant colic” …')"
679,"('[PDF][PDF] Efficacy of a partially hydrolyzed whey formula on infant colic: a randomized controlled trial', '… Infant colic was defined by the presence of crying or fussing ≥ 3 hours/day for ≥3 days \nover seven days (7).The FPs consulted the clinical records of each infant for previous diseases …')"
680,"('[HTML][HTML] Efficacy of Lactobacillus reuteri DSM 17938 for infantile colic: Systematic review with network meta-analysis', 'Background: 5% to 40% of infants cry excessively, usually accompanied by fussiness and \nexcessive of gas. There are no uniform criteria for treatment of infantile colic. Lactobacillus …')"
681,"('Prebiotic effect of an infant formula supplemented with galacto-oligosaccharides: randomized multicenter trial', '… The association between microbiota patterns and infant colic has recently been investigated, \nhighlighting specific conditions such as gastrointestinal colonization from anaerobic …')"
682,"('Maternal intrapartum antibiotic administration and infantile colic: is there a connection?', '… early gut microbiota and infantile colic, we conducted a retrospective study to determine the \nassociations between perinatal factors potentially affecting gut colonization and infant colic. …')"
683,"('“Infantile colic” as the sole manifestation of gastroesophageal reflux', 'RESULTS Of the 26 infants, 14 were male and 12 were female. Their ages ranged between \n2 and 9 months (median 4.8 months), and the age at onset of the symptoms was 3 weeks to …')"
684,"('Colonic hydrogen elimination and methane production in infants with and without infantile colic syndrome', '… gas production as a cause of infant colic have reached conflicting conclusions (4–10). … \nThe role of colonic gas production as a cause of infant colic continues to fuel controversy. …')"
685,"('[HTML][HTML] A placebo-controlled clinical trial to evaluate the effectiveness of massaging on infantile colic using a random-effects joint model', 'Background Infantile colic viewed as a non-dangerous prevalent issue could lead to stress \nin parents and long-term negative consequences in ex-colicky children. Researchers have …')"
686,"('[PDF][PDF] Infantile colic incidence and associated risk factors: a cohort study', 'OBJETIVOS: estabelecer a incidência de cólica no lactente e seus determinantes. MÉTODOS: \nentre maio e julho de 1999, a equipe de pesquisa visitou, diariamente, as três principais …')"
687,"('Appointment of efficacy of lactase enzyme on severity and frequency of colic attack in 50 breastfeeding infant referring to buoali hospital clinic', '… With regard to high prevalence of infant colic and so these … a wholesomeness material, on \ninfant colic attacks. Material and … of inordinate crying and infant colic were diagnosised for them…')"
688,"('[CITATION][C] …\xa0cyclic guanosine monophosphate: biochemical effects mediated by porphyrins, calcium and nitric oxide. Relationships to infant colic and the sudden\xa0…', '… ‘Ihe absence of this stimulation during the first 3 months may be related to infant colic and \nsudden infant death syndrome. … Thus, infant colic, which is characterized by apparent\xa0…')"
689,"('Multicountry cross‐sectional study found that functional gastrointestinal disorders such as colic and functional dyschezia were common in South American infants', '… A study by van Tilburg et al. found that the prevalence of infant colic was 6%, which was \nlower than our current study 2. Obtaining accurate data on the prevalence of infant colic is …')"
690,"(""Infantile colic: A pediatric practitioner‐researcher's point of view"", 'Infantile colic is at the same time exasperating and also fascinating and gratifying. This is the \npoint of view of a pediatric practitioner and researcher with over three decades of practical …')"
